name,address,level,name_clean,is_thrombectomy_center,geocode,latitude,longitude,name_cleaned
"Universitätsklinikum Schleswig-Holstein, Campus Kiel","Arnold-Heller-Str. 3, 24105 Kiel, Schleswig-Holstein",Überregionale Stroke Unit,universitätsklinikum schleswig-holstein campus kiel,True,"Klinik für Augenheilkunde, UK S-H, Campus Kiel, 3, Arnold-Heller-Straße, Düsternbrook, Kiel, Schleswig-Holstein, 24105, Deutschland",54.328446,10.1448833,"universitätsklinikum schleswig-holstein, campus kiel"
FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,"Friesenstr. 11, 24534 Neumünster, Schleswig-Holstein",Regionale Stroke Unit,fek - friedrich-ebert-krankenhaus neumünster gmbh,True,"Friedrich-Ebert-Krankenhaus, 11, Friesenstraße, Innenstadt, Neumünster, Schleswig-Holstein, 24534, Deutschland",54.0652666,9.9929898,fek - friedrich-ebert-krankenhaus neumünster gmbh
Schön Klinik Rendsburg,"Lilienstr. 20-28, 24768 Rendsburg, Schleswig-Holstein",Überregionale Stroke Unit,schön klinik rendsburg,True,"Schön Klinik Rendsburg, 20-28, Lilienstraße, Neuwerk, Rendsburg-Mitte, Rendsburg, Kreis Rendsburg-Eckernförde, Schleswig-Holstein, 24768, Deutschland",54.2972385,9.6578833,schön klinik rendsburg
HELIOS Klinikum Schleswig,"St. Jürgener Str. 1-3, 24837 Schleswig, Schleswig-Holstein",Regionale Stroke Unit,helios klinikum schleswig,False,"HELIOS Klinikum Schleswig, 1-3, Sankt-Jürgener-Straße, Sankt Jürgen, Schleswig, Kreis Schleswig-Flensburg, Schleswig-Holstein, 24837, Deutschland",54.5250901,9.5658283,helios klinikum schleswig
DIAKO Krankenhaus Flensburg,"Knuthstr. 14, 24939 Flensburg, Schleswig-Holstein",Überregionale Stroke Unit,diako krankenhaus flensburg,True,"14, Knuthstraße, Duburg, Neustadt, Flensburg, Schleswig-Holstein, 24939, Deutschland",54.7907097,9.4266277,diako krankenhaus flensburg
"Regio Kliniken GmbH, Klinikum Pinneberg","Fahltskamp 74, 25421 Pinneberg, Schleswig-Holstein",Regionale Stroke Unit,regio kliniken gmbh klinikum pinneberg,False,"Regio Klinikum Pinneberg, 74, Fahltskamp, Thesdorf, Pinneberg, Kreis Pinneberg, Schleswig-Holstein, 25421, Deutschland",53.654252,9.8118103,"regio kliniken gmbh, klinikum pinneberg"
Klinikum Itzehoe,"Robert-Koch-Str. 1, 25524 Itzehoe, Schleswig-Holstein",Regionale Stroke Unit,klinikum itzehoe,False,"1, Robert-Koch-Straße, Tegelhörn, Itzehoe, Kreis Steinburg, Schleswig-Holstein, 25524, Deutschland",53.9438174,9.5055086,klinikum itzehoe
WKK Brunsbüttel und Heide gGmbH - Standort Heide,"Esmarchstr. 50, 25746 Heide, Schleswig-Holstein",Überregionale Stroke Unit,wkk brunsbüttel und heide ggmbh - standort heide,False,"Esmarchstr. 50, 25746 Heide, 50, Esmarchstraße, Heide, Kreis Dithmarschen, Schleswig-Holstein, 25746, Deutschland",54.1991651,9.0810799,wkk brunsbüttel und heide ggmbh - standort heide
Evangelisches Krankenhaus Oldenburg,"Steinweg 23, 26122 Oldenburg, Niedersachsen",Überregionale Stroke Unit,evangelisches krankenhaus oldenburg,True,"23, Steinweg, Haarenesch, Oldenburg, Niedersachsen, 26122, Deutschland",53.143248,8.2052132,evangelisches krankenhaus oldenburg
Nordwest-Krankenhaus Sanderbusch gGmbH,"Am Gut Sanderbusch 1, 26452 Sande, Niedersachsen",Regionale Stroke Unit,nordwest-krankenhaus sanderbusch ggmbh,False,"ADAC Luftrettungsstation Sanderbusch, 1, Am Gut Sanderbusch, Sanderbusch, Sande, Landkreis Friesland, Niedersachsen, 26452, Deutschland",53.5059502,8.0097048,nordwest-krankenhaus sanderbusch ggmbh
Ammerland-Klinik GmbH,"Lange Str. 38, 26655 Westerstede, Niedersachsen",Überregionale Stroke Unit,ammerland-klinik gmbh,False,"Bundeswehrkrankenhaus Westerstede, 38, Lange Straße, Halstrup, Hollwege, Westerstede, Landkreis Ammerland, Niedersachsen, 26655, Deutschland",53.2574925,7.9185221,ammerland-klinik gmbh
Klinikum Emden,"Bolardusstr. 20, 26721 Emden, Niedersachsen",Regionale Stroke Unit,klinikum emden,False,"Hans-Susemihl-Krankenhaus, 20, Bolardusstraße, Barenburg, Emden, Niedersachsen, 26721, Deutschland",53.3755539,7.2132143,klinikum emden
AGAPLESION Diakonieklinikum Rotenburg,"Elise-Averdieck-Str. 17, 27356 Rotenburg (Wümme), Niedersachsen",Überregionale Stroke Unit,agaplesion diakonieklinikum rotenburg,True,"Agaplesion Diakonieklinikum Rotenburg, 17, Elise-Averdieck-Straße, Imkersfeld, Rotenburg, Landkreis Rotenburg (Wümme), Niedersachsen, 27356, Deutschland",53.10522,9.412896,agaplesion diakonieklinikum rotenburg
Klinikum Bremerhaven-Reinkenheide gGmbH,"Postbrookstr. 103, 27574 Bremerhaven, Bremen",Überregionale Stroke Unit,klinikum bremerhaven-reinkenheide ggmbh,False,"Klinikum Bremerhaven-Reinkenheide, 103, Postbrookstraße, Schiffdorferdamm, Stadtbezirk Bremerhaven-Süd, Bremerhaven, Bremen, 27574, Deutschland",53.5377643,8.6367596,klinikum bremerhaven-reinkenheide ggmbh
"GESUNDHEIT NORD, Klinikum Bremen-Mitte","St.-Jürgen-Str. 1, 28177 Bremen, Bremen",Überregionale Stroke Unit,gesundheit nord klinikum bremen-mitte,True,"Klinikum Bremen-Mitte, 1, Sankt-Jürgen-Straße, Hulsberg, Östliche Vorstadt, Bremen-Ost, Bremen, 28205, Deutschland",53.0745692,8.840024,"gesundheit nord, klinikum bremen-mitte"
"GESUNDHEIT NORD, Klinikum Bremen-Nord","Hammersbecker Str. 228, 28755 Bremen, Bremen",Regionale Stroke Unit,gesundheit nord klinikum bremen-nord,False,"Klinikum Bremen-Nord, 228, Hammersbecker Straße, Rosenbusch, Beckedorf, Bremen, Landkreis Osterholz, Niedersachsen, 28755, Deutschland",53.183475,8.5942765,"gesundheit nord, klinikum bremen-nord"
Allgemeines Krankenhaus Celle,"Siemensplatz 4, 29223 Celle, Niedersachsen",Überregionale Stroke Unit,allgemeines krankenhaus celle,False,"Allgemeines Krankenhaus, 4, Siemensplatz, Hehlentor, Celle, Landkreis Celle, Niedersachsen, 29223, Deutschland",52.62889,10.0862561,allgemeines krankenhaus celle
Helios Klinikum Uelzen,"Hagenskamp 34, 29525 Uelzen, Niedersachsen",Regionale Stroke Unit,helios klinikum uelzen,False,"HELIOS Klinikum Uelzen, 34, Hagenskamp, Uelzen, Niedersachsen, 29525, Deutschland",52.9719771,10.5322858,helios klinikum uelzen
KRH Klinikum Nordstadt,"Haltenhoffstr. 41, 30167 Hannover, Niedersachsen",Überregionale Stroke Unit,krh klinikum nordstadt,True,"41, Haltenhoffstraße, Nordstadt, Nord, Hannover, Region Hannover, Niedersachsen, 30167, Deutschland",52.3918624,9.7119374,krh klinikum nordstadt
DIAKOVERE Friederikenstift,"Humboldtstr. 24, 30169 Hannover, Niedersachsen",Regionale Stroke Unit,diakovere friederikenstift,False,"24, Humboldtstraße, Calenberger Neustadt, Mitte, Hannover, Region Hannover, Niedersachsen, 30169, Deutschland",52.3704509,9.7228942,diakovere friederikenstift
DIAKOVERE Henriettenstift,"Marienstr. 72-90, 30171 Hannover, Niedersachsen",Regionale Stroke Unit,diakovere henriettenstift,False,"72-90, Marienstraße, Südstadt, Südstadt-Bult, Hannover, Region Hannover, Niedersachsen, 30171, Deutschland",52.3695618,9.7547913,diakovere henriettenstift
Medizinische Hochschule Hannover,"Carl-Neuberg-Str. 1, 30625 Hannover, Niedersachsen",Überregionale Stroke Unit,medizinische hochschule hannover,True,"Klinisch Diagnostische Labore und Transfusionsmedizin, Blutspendedienst, 1, Carl-Neuberg-Straße, Groß-Buchholz, Buchholz-Kleefeld, Hannover, Region Hannover, Niedersachsen, 30625, Deutschland",52.3842111,9.802795,medizinische hochschule hannover
KRH Klinikum Agnes Karll Laatzen,"Hildesheimer Str. 173, 30880 Laatzen, Niedersachsen",Regionale Stroke Unit,krh klinikum agnes karll laatzen,False,"173, Hildesheimer Straße, Grasdorf, Laatzen, Region Hannover, Niedersachsen, 30880, Deutschland",52.3070556,9.8001234,krh klinikum agnes karll laatzen
St. Bernward Krankenhaus,"Hinterer Brühl 21, 31134 Hildesheim, Niedersachsen",Überregionale Stroke Unit,st bernward krankenhaus,True,"21, Hinterer Brühl, Fachwerkviertel, Altstadt, Stadtmitte/Neustadt, Hildesheim, Landkreis Hildesheim, Niedersachsen, 31134, Deutschland",52.1472245,9.9490339,st. bernward krankenhaus
Agaplesion Ev. Klinikum Schaumburg gGmbH,"Vehler Straße 9, 31683 Ahnsen, Niedersachsen",Regionale Stroke Unit,agaplesion ev klinikum schaumburg ggmbh,False,"9, Vehler Straße, Ahnsen, Samtgemeinde Eilsen, Landkreis Schaumburg, Niedersachsen, 31708, Deutschland",52.2598794,9.0948592,agaplesion ev. klinikum schaumburg ggmbh
BDH-Klinik Hessisch Oldendorf,"Greitstr. 18-28, 31840 Hessisch-Oldendorf, Niedersachsen",Regionale Stroke Unit,bdh-klinik hessisch oldendorf,False,"BDH-Klinik Hessisch Oldendorf, 18-28, Greitstraße, Hessisch Oldendorf, Landkreis Hameln-Pyrmont, Niedersachsen, 31840, Deutschland",52.1740238,9.2503599,bdh-klinik hessisch oldendorf
KKHB Klinikum Herford,"Schwarzenmoorstr. 70, 32049 Herford, Nordrhein-Westfalen",Überregionale Stroke Unit,kkhb klinikum herford,False,"Schwarzenmoorstr. 123, 32049 Herford, 70, Schwarzenmoorstraße, Herford-Stadt, Herford, Kreis Herford, Nordrhein-Westfalen, 32049, Deutschland",52.1264193,8.7004549,kkhb klinikum herford
MKK Johannes Wesling Klinikum Minden,"Hans-Nolte-Str. 1, 32429 Minden, Nordrhein-Westfalen",Überregionale Stroke Unit,mkk johannes wesling klinikum minden,True,"Johannes Wesling Klinikum, 1, Hans-Nolte-Straße, Häverstädt, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32429, Deutschland",52.2612461,8.8890891,mkk johannes wesling klinikum minden
Klinikum Lippe GmbH,"Rintelner Str. 85, 32657 Lemgo, Nordrhein-Westfalen",Überregionale Stroke Unit,klinikum lippe gmbh,False,"85, Rintelner Straße, Lemgo, Kreis Lippe, Nordrhein-Westfalen, 32657, Deutschland",52.0365117,8.9019702,klinikum lippe gmbh
St. Vincenz-Krankenhaus GmbH,"Am Busdorf 2, 33098 Paderborn, Nordrhein-Westfalen",Regionale Stroke Unit,st vincenz-krankenhaus gmbh,True,"Am Busdorf 2, Am Busdorf, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33098, Deutschland",51.7184446,8.7591599,st. vincenz-krankenhaus gmbh
Evangelisches Klinikum Bethel,"Burgsteig 13, 33617 Bielefeld, Nordrhein-Westfalen",Überregionale Stroke Unit,evangelisches klinikum bethel,True,"Haus Gilead I, 13, Burgsteig, Gadderbaum, Bielefeld, Nordrhein-Westfalen, 33617, Deutschland",52.0139033,8.5253601,evangelisches klinikum bethel
Klinikum Kassel GmbH,"Mönchebergstr. 60, 34125 Kassel, Hessen",Überregionale Stroke Unit,klinikum kassel gmbh,True,"60, Mönchebergstraße, Fasanenhof, Kassel, Hessen, 34125, Deutschland",51.3289446,9.5108521,klinikum kassel gmbh
"Universitätsklinikum Gießen und Marburg GmbH, StO Marburg","Baldingerstr. 1, 35043 Marburg, Hessen",Überregionale Stroke Unit,universitätsklinikum gießen und marburg gmbh sto marburg,True,"Universitätsklinikum Gießen und Marburg, 1, Baldingerstraße, Marburg, Landkreis Marburg-Biedenkopf, Hessen, 35043, Deutschland",50.8166057,8.8074844,"universitätsklinikum gießen und marburg gmbh, sto marburg"
Universitätsklinikum Gießen und Marburg - Standort Gießen,"Klinikstr. 33, 35385 Gießen, Hessen",Überregionale Stroke Unit,universitätsklinikum gießen und marburg - standort gießen,True,"Universitätsklinikum Gießen-Marburg, 33, Klinikstraße, Südviertel, Gießen, Landkreis Gießen, Hessen, 35392, Deutschland",50.575258,8.6655282,universitätsklinikum gießen und marburg - standort gießen
Dill-Lahn-Klinikum Wetzlar,"Forsthausstr. 1-3a, 35578 Wetzlar, Hessen",Regionale Stroke Unit,dill-lahn-klinikum wetzlar,False,"Forsthausstraße, Sturzkopf, Wetzlar, Lahn-Dill-Kreis, Hessen, 35578, Deutschland",50.5359021,8.5290186,dill-lahn-klinikum wetzlar
PD Dr. med. Christoph Best,"Weilstr. 14, 35789 Weilmünster, Hessen",Regionale Stroke Unit,pd dr med christoph best,False,"14, Weilstraße, Weilmünster, Landkreis Limburg-Weilburg, Hessen, 35789, Deutschland",50.4257777,8.3857721,pd dr. med. christoph best
Klinikum Fulda,"Pacelliallee 4, 36043 Fulda, Hessen",Überregionale Stroke Unit,klinikum fulda,True,"Universitätsmedizin Marburg Campus Fulda, 4, Pacelliallee, Ziehers-Süd, Fulda, Landkreis Fulda, Hessen, 36043, Deutschland",50.5467314,9.7057828,klinikum fulda
Klinikum Bad Hersfeld,"Seilerweg 29, 36251 Bad Hersfeld, Hessen",Regionale Stroke Unit,klinikum bad hersfeld,False,"29, Seilerweg, Bad Hersfeld, Landkreis Hersfeld-Rotenburg, Hessen, 36251, Deutschland",50.8759431,9.7134361,klinikum bad hersfeld
Klinikum Bad Salzungen GmbH,"Lindigallee 3, 36433 Bad Salzungen, Thüringen",Regionale Stroke Unit,klinikum bad salzungen gmbh,False,"Klinikum Bad Salzungen, 3, Lindigallee, Bad Salzungen, Wartburgkreis, Thüringen, 36433, Deutschland",50.8032602,10.2185891,klinikum bad salzungen gmbh
UMG Universitätsmedizin Göttingen,"Robert-Koch-Str. 40, 37075 Göttingen, Niedersachsen",Überregionale Stroke Unit,umg universitätsmedizin göttingen,True,"Universitätsmedizin Göttingen, 40, Robert-Koch-Straße, Sültebecksbreite, Weende / Deppoldshausen, Göttingen, Landkreis Göttingen, Niedersachsen, 37075, Deutschland",51.5508193,9.9428282,umg universitätsmedizin göttingen
KHWE - St. Ansgar Krankenhaus,"Brenkhäuser Str. 71, 37671 Höxter, Nordrhein-Westfalen",Regionale Stroke Unit,khwe - st ansgar krankenhaus,False,"71, Brenkhäuser Straße, Höxter, Kreis Höxter, Nordrhein-Westfalen, 37671, Deutschland",51.7850314,9.3653808,khwe - st. ansgar krankenhaus
Städtisches Klinikum Braunschweig,"Salzdahlumer Str. 90, 38126 Braunschweig, Niedersachsen",Überregionale Stroke Unit,städtisches klinikum braunschweig,True,"Salzdahlumer Straße 90, Schwartzkopffstraße, Südstadt, Südstadt-Rautheim-Mascherode, Braunschweig, Niedersachsen, 38126, Deutschland",52.2384278,10.5452476,städtisches klinikum braunschweig
Klinikum Wolfsburg,"Sauerbruchstr. 7, 38440 Wolfsburg, Niedersachsen",Regionale Stroke Unit,klinikum wolfsburg,False,"Klinikum der Stadt Wolfsburg, 7, Sauerbruchstraße, Klieversberg, Wolfsburg, Niedersachsen, 38440, Deutschland",52.4136733,10.7685967,klinikum wolfsburg
ASKLEPIOS Klinik Schildautal Seesen,"Tannenbusch 1, 38723 Seesen, Niedersachsen",Überregionale Stroke Unit,asklepios klinik schildautal seesen,False,"1, Tannenbusch, Seesen, Landkreis Goslar, Niedersachsen, 38723, Deutschland",51.8818859,10.2143123,asklepios klinik schildautal seesen
Harzklinikum Dorothea Christiane Erxleben Wernigerode,"Ilsenburger Str. 15, 38855 Wernigerode, Sachsen-Anhalt",Regionale Stroke Unit,harzklinikum dorothea christiane erxleben wernigerode,False,"Harz-Klinikum Wernigerode, 15, Ilsenburger Straße, Harzblick, Wernigerode, Landkreis Harz, Sachsen-Anhalt, 38855, Deutschland",51.8356769,10.7762577,harzklinikum dorothea christiane erxleben wernigerode
Universitätsklinikum Magdeburg A.ö.R.,"Leipziger Str. 44, 39120 Magdeburg, Sachsen-Anhalt",Überregionale Stroke Unit,universitätsklinikum magdeburg aör,True,"Haus 19: Mund-, Kiefer-, Gesichtschirurgie, 44, Leipziger Straße, Magdeburg, Sachsen-Anhalt, 39120, Deutschland",52.1012103,11.619966,universitätsklinikum magdeburg a.ö.r.
Klinikum Magdeburg gGmbH,"Birkenallee 34, 39130 Magdeburg, Sachsen-Anhalt",Überregionale Stroke Unit,klinikum magdeburg ggmbh,False,"34, Birkenallee, Neu Olvenstedt, Magdeburg, Sachsen-Anhalt, 39130, Deutschland",52.1586493,11.5794531,klinikum magdeburg ggmbh
Universitätsklinikum Düsseldorf AöR,"Moorenstr. 5, 40225 Düsseldorf, Nordrhein-Westfalen",Überregionale Comprehensive Stroke Unit,universitätsklinikum düsseldorf aör,True,"Universitätsklinikum Düsseldorf, 5, Moorenstraße, Bilk, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40225, Deutschland",51.1959679,6.7898208,universitätsklinikum düsseldorf aör
Marien Hospital Düsseldorf GmbH,"Rochusstr. 4, 40479 Düsseldorf, Nordrhein-Westfalen",Regionale Stroke Unit,marien hospital düsseldorf gmbh,False,"4, Rochusstraße, Pempelfort, Stadtbezirk 1, Düsseldorf, Nordrhein-Westfalen, 40479, Deutschland",51.2353021,6.7846623,marien hospital düsseldorf gmbh
"LVR-Klinikum Düsseldorf, Kliniken der Heinrich-Heine-Universität Düsseldorf","Bergische Landstr. 35, 40629 Düsseldorf, Nordrhein-Westfalen",Regionale Stroke Unit,lvr-klinikum düsseldorf kliniken der heinrich-heine-universität düsseldorf,False,"35, Bergische Landstraße, Gerresheim, Stadtbezirk 7, Düsseldorf, Nordrhein-Westfalen, 40629, Deutschland",51.2411702,6.8450655,"lvr-klinikum düsseldorf, kliniken der heinrich-heine-universität düsseldorf"
Kliniken Maria Hilf GmbH,"Viersener Str. 417, 41063 Mönchengladbach, Nordrhein-Westfalen",Überregionale Stroke Unit,kliniken maria hilf gmbh,True,"417, Viersener Straße, Großheide, Windberg, Nord, Mönchengladbach, Nordrhein-Westfalen, 41063, Deutschland",51.2168616,6.4186823,kliniken maria hilf gmbh
Johanna Etienne Krankenhaus,"Am Hasenberg 48, 41462 Neuss, Nordrhein-Westfalen",Überregionale Stroke Unit,johanna etienne krankenhaus,True,"48, Am Hasenberg, Buschhausen, Furth-Mitte, Neuss, Rhein-Kreis Neuss, Nordrhein-Westfalen, 41462, Deutschland",51.2136236,6.6609094,johanna etienne krankenhaus
Hermann-Josef-Krankenhaus,"Tenholter Str. 43, 41812 Erkelenz, Nordrhein-Westfalen",Regionale Stroke Unit,hermann-josef-krankenhaus,False,"43, Tenholter Straße, Bellinghoven, Erkelenz, Kreis Heinsberg, Nordrhein-Westfalen, 41812, Deutschland",51.0751406,6.3139125,hermann-josef-krankenhaus
Agaplesion Bethesda Krankenhaus Wuppertal gGmbH,"Hainstr. 35, 42109 Wuppertal, Nordrhein-Westfalen",Regionale Stroke Unit,agaplesion bethesda krankenhaus wuppertal ggmbh,False,"Bethesda Krankenhaus, 35, Hainstraße, Katernberg, Gemarkung Elberfeld, Uellendahl-Katernberg, Wuppertal, Nordrhein-Westfalen, 42109, Deutschland",51.268337,7.1304659,agaplesion bethesda krankenhaus wuppertal ggmbh
HELIOS Universitätsklinikum Wuppertal,"Heusnerstr. 26, 42283 Wuppertal, Nordrhein-Westfalen",Überregionale Stroke Unit,helios universitätsklinikum wuppertal,True,"26, Heusnerstraße, Sedansberg, Gemarkung Barmen, Wuppertal, Nordrhein-Westfalen, 42283, Deutschland",51.2742413,7.1762644,helios universitätsklinikum wuppertal
Sana-Klinikum Remscheid,"Burger Str. 211, 42859 Remscheid, Nordrhein-Westfalen",Regionale Stroke Unit,sana-klinikum remscheid,False,"211b, Burger Straße, Gemarkung Remscheid, Remscheid-Süd, Remscheid, Nordrhein-Westfalen, 42859, Deutschland",51.161546,7.1867887,sana-klinikum remscheid
Klinikum Dortmund gGmbH,"Beurhausstr. 70, 44137 Dortmund, Nordrhein-Westfalen",Überregionale Stroke Unit,klinikum dortmund ggmbh,True,"70, Beurhausstraße, Klinikviertel, Innenstadt West, Dortmund, Nordrhein-Westfalen, 44137, Deutschland",51.5087537,7.4527758,klinikum dortmund ggmbh
Klinikum Westfalen GmbH,"Am Knappschaftskrankenhaus 1, 44309 Dortmund, Nordrhein-Westfalen",Regionale Stroke Unit,klinikum westfalen gmbh,False,"Knappschaft Kliniken Dortmund, 1, Am Knappschaftskrankenhaus, Wambel, Brackel, Dortmund, Nordrhein-Westfalen, 44309, Deutschland",51.5202514,7.533175,klinikum westfalen gmbh
St. Marien Hospital Lünen,"Altstadtstr. 42, 44534 Lünen, Nordrhein-Westfalen",Überregionale Stroke Unit,st marien hospital lünen,False,"42, Altstadtstraße, Nordlünen, Lünen, Kreis Unna, Nordrhein-Westfalen, 44534, Deutschland",51.6203129,7.5178754,st. marien hospital lünen
Ev. Krankenhaus Castrop-Rauxel,"Grutholzallee 21, 44577 Castrop-Rauxel, Nordrhein-Westfalen",Regionale Stroke Unit,ev krankenhaus castrop-rauxel,False,"21, Grutholzallee, Rauxel, Rauxel-Süd, Castrop-Rauxel, Kreis Recklinghausen, Nordrhein-Westfalen, 44577, Deutschland",51.5674516,7.3197879,ev. krankenhaus castrop-rauxel
Ev. Krankenhaus Herne,"Wiescherstr. 24, 44623 Herne, Nordrhein-Westfalen",Regionale Comprehensive Stroke Unit,ev krankenhaus herne,False,"Evangelisches Krankenhaus Herne Mitte, 24, Wiescherstraße, Herne-Mitte, Herne, Nordrhein-Westfalen, 44623, Deutschland",51.5338179,7.2307044,ev. krankenhaus herne
"Katholisches Klinikum Bochum, St. Josef-Hospital","Gudrunstr. 56, 44791 Bochum, Nordrhein-Westfalen",Überregionale Comprehensive Stroke Unit,katholisches klinikum bochum st josef-hospital,True,"B, 56, Gudrunstraße, Grumme, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44791, Deutschland",51.4940103,7.2291566,"katholisches klinikum bochum, st. josef-hospital"
Universitätsklinikum Knappschaftskrankenhaus Bochum,"In der Schornau 64, 44892 Bochum, Nordrhein-Westfalen",Überregionale Stroke Unit,universitätsklinikum knappschaftskrankenhaus bochum,True,"64, In der Schornau, Langendreerholz, Langendreer, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44892, Deutschland",51.4621523,7.326658,universitätsklinikum knappschaftskrankenhaus bochum
Alfried Krupp Krankenhaus,"Alfried-Krupp-Str. 21, 45131 Essen, Nordrhein-Westfalen",Überregionale Stroke Unit,alfried krupp krankenhaus,False,"Alfried-Krupp-Krankenhaus, 21, Alfried-Krupp-Straße, Rüttenscheid, Stadtbezirk II, Essen, Nordrhein-Westfalen, 45131, Deutschland",51.426264,7.0076064,alfried krupp krankenhaus
Universitätsklinikum Essen,"Hufelandstr. 54, 45147 Essen, Nordrhein-Westfalen",Überregionale Stroke Unit,universitätsklinikum essen,False,"54, Hufelandstraße, Holsterhausen, Stadtbezirk III, Essen, Nordrhein-Westfalen, 45147, Deutschland",51.4365272,6.9918622,universitätsklinikum essen
"Kath. Kliniken Ruhrhalbinsel, St. Josef-Krankenhaus Kupferdreh","Heidbergweg 22-24, 45257 Essen, Nordrhein-Westfalen",Regionale Stroke Unit,kath kliniken ruhrhalbinsel st josef-krankenhaus kupferdreh,False,"St.Josef Krankenhaus, 22-24, Heidbergweg, Kupferdreh, Stadtbezirk VIII, Essen, Nordrhein-Westfalen, 45257, Deutschland",51.3916617,7.0857863,"kath. kliniken ruhrhalbinsel, st. josef-krankenhaus kupferdreh"
Philippusstift Essen,"Hülsmannstr. 17, 45355 Essen, Nordrhein-Westfalen",Regionale Stroke Unit,philippusstift essen,False,"17, Hülsmannstraße, Borbeck, Stadtbezirk IV, Essen, Nordrhein-Westfalen, 45355, Deutschland",51.4756738,6.9501726,philippusstift essen
St. Marien-Hospital Mülheim an der Ruhr,"Kaiserstr. 50, 45468 Mülheim a.d. Ruhr, Nordrhein-Westfalen",Regionale Stroke Unit,st marien-hospital mülheim an der ruhr,False,"St. Marien-Hospital, 50, Kaiserstraße, Innenstadt, Altstadt I, Rechtsruhr-Süd, Mülheim an der Ruhr, Nordrhein-Westfalen, 45468, Deutschland",51.4259815,6.8867412,st. marien-hospital mülheim an der ruhr
"Augusta-Kranken-Anstalt gGmbH, BSt Evangelisches Krankenhaus Hattingen","Bredenscheider Str. 54, 45525 Hattingen, Nordrhein-Westfalen",Regionale Stroke Unit,augusta-kranken-anstalt ggmbh bst evangelisches krankenhaus hattingen,False,"54, Bredenscheider Straße, Hattingen, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 45525, Deutschland",51.3940172,7.1926896,"augusta-kranken-anstalt ggmbh, bst evangelisches krankenhaus hattingen"
"Klinikum Vest GmbH, Knappschaftskrankenhaus Recklinghausen","Dorstener Str. 151, 45657 Recklinghausen, Nordrhein-Westfalen",Überregionale Stroke Unit,klinikum vest gmbh knappschaftskrankenhaus recklinghausen,True,"Klinikum Vest Recklinghausen, 151, Dorstener Straße, Westviertel, Recklinghausen, Kreis Recklinghausen, Nordrhein-Westfalen, 45657, Deutschland",51.6199679,7.1760656,"klinikum vest gmbh, knappschaftskrankenhaus recklinghausen"
Elisabeth Krankenhaus Recklinghausen,"Röntgenstr. 10, 45661 Recklinghausen, Nordrhein-Westfalen",Regionale Stroke Unit,elisabeth krankenhaus recklinghausen,False,"Elisabeth-Krankenhaus Recklinhausen, 10, Röntgenstraße, Süd, Recklinghausen Süd, Recklinghausen, Kreis Recklinghausen, Nordrhein-Westfalen, 45661, Deutschland",51.5681828,7.2072093,elisabeth krankenhaus recklinghausen
Evangelische Kliniken Gelsenkirchen,"Munckelstr. 27, 45879 Gelsenkirchen, Nordrhein-Westfalen",Regionale Stroke Unit,evangelische kliniken gelsenkirchen,False,"Evangelische Kliniken, 27, Munckelstraße, Altstadt, Gelsenkirchen-Mitte, Gelsenkirchen, Nordrhein-Westfalen, 45879, Deutschland",51.5096391,7.0887626,evangelische kliniken gelsenkirchen
KKEL Standort St. Barbara-Hospital,"Barbarastr. 6, 45964 Gladbeck, Nordrhein-Westfalen",Regionale Stroke Unit,kkel standort st barbara-hospital,False,"6, Barbarastraße, Mitte I (West), Mitte, Gladbeck, Kreis Recklinghausen, Nordrhein-Westfalen, 45964, Deutschland",51.5739762,6.9879397,kkel standort st. barbara-hospital
AMEOS Klinikum St. Clemens,"Wilhelmstr. 34, 46145 Oberhausen, Nordrhein-Westfalen",Regionale Stroke Unit,ameos klinikum st clemens,False,"34, Wilhelmstraße, Alsfeld, Sterkrade, Oberhausen, Nordrhein-Westfalen, 46145, Deutschland",51.5175112,6.8448097,ameos klinikum st. clemens
Knappschaftskrankenhaus Bottrop,"Osterfelder Str. 157, 46242 Bottrop, Nordrhein-Westfalen",Überregionale Stroke Unit,knappschaftskrankenhaus bottrop,True,"157, Osterfelder Straße, Stadtmitte, Bottrop, Nordrhein-Westfalen, 46242, Deutschland",51.5147427,6.9071778,knappschaftskrankenhaus bottrop
St. Marien-Hospital Borken,"Am Boltenhof 7, 46325 Borken, Nordrhein-Westfalen",Regionale Stroke Unit,st marien-hospital borken,False,"7, Am Boltenhof, Borken, Kreis Borken, Nordrhein-Westfalen, 46325, Deutschland",51.841961,6.860559,st. marien-hospital borken
Evangelisches Krankenhaus Wesel,"Schermbecker Landstr. 88, 46485 Wesel, Nordrhein-Westfalen",Regionale Stroke Unit,evangelisches krankenhaus wesel,False,"Evangelisches Krankenhaus Wesel, 88, Schermbecker Landstraße, Wittenberg, Obrighoven-Lackhausen, Wesel, Kreis Wesel, Nordrhein-Westfalen, 46485, Deutschland",51.6596655,6.6545882,evangelisches krankenhaus wesel
